symbol	S01	S02	S03	S06	S08	S10	S11	S12	S14	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S29	S30	S31
CD40	9.782	7.888	7.85	9.233	9.257	9.215	8.471	9.467	8.271	9.303	8.344	9.528	9.31	9.558	9.276	7.984	8.775	9.396	8.383	8.848	8.713	8.028	9.371	9.261
CD40LG	6.429	7.446	7.646	6.987	7.302	8.385	6.395	6.793	7.012	7.687	7.827	8.058	6.808	7.588	6.82	7.22	7.279	7.327	7.529	6.974	7.659	7.32	6.681	7.705
CD44	11.106	12.786	11.304	10.343	10.779	7.232	10.166	9.724	10.123	11.321	11.881	10.402	10.374	9.892	10.746	12.923	10.682	7.375	9.564	11.031	9.14	10.389	10.291	8.791
CD46	11.495	11.176	10.929	12.48	11.776	11.164	12.051	11.975	11.736	11.837	9.814	11.397	11.754	11.495	11.031	10.522	11.275	11.252	12.786	11.904	11.397	12.596	11.342	12.638
CD47	8.975	10.052	7.224	10.374	10.938	3.742	9.159	11.176	10.22	10.768	8.586	10.903	10.818	10.374	10.183	11.304	9.965	7.603	6.37	10.139	9.542	10.463	10.682	10.48
CD48	8.395	9.285	10.01	7.886	8.9	10.402	8.43	8.235	8.721	9.152	9.539	9.006	8.66	8.55	8.468	9.034	9.1	10.01	9.384	9.265	7.9	8.571	8.514	8.813
CD5	4.937	5.183	5.594	5.499	6.25	5.977	6.12	5.242	5.632	6.265	4.294	8.116	6.688	5.989	5.07	5.328	6.273	4.113	5.315	6.131	5.289	5.251	5.989	4.634
CD53	8.52	8.971	8.709	8.806	10.36	9.819	9.413	8.726	9.254	10.041	8.732	10.173	9.569	9.116	8.366	9.128	9.47	10.649	9.032	10.317	8.507	9.303	9.215	9.161
CD55	9.381	8.838	9.715	8.958	9.215	9.859	7.352	9.077	8.038	7.703	8.724	7.856	7.8	8.597	8.191	9.674	9.254	8.791	9.598	7.503	7.446	8.204	8.617	7.456
CD58	7.153	7.185	6.506	8.846	9.064	7.217	8.99	9.43	8.743	8.89	6.566	9.294	9.247	8.565	8.763	6.595	7.682	9.276	8.243	8.726	8.846	9.225	9.072	9.5
CD59	11.904	11.682	10.746	11.13	11.881	8.99	11.176	11.368	12.025	12.246	11.541	11.776	11.941	12.144	11.368	12.995	12.854	11.736	12.391	11.708	11.975	12.786	11.397	11.151
CD6	7.856	8.185	8.6	7.26	7.554	9.14	7.302	7.475	7.156	7.97	8.09	7.8	7.402	7.253	7.841	7.766	7.581	8.293	7.964	8.206	7.092	7.595	7.717	7.224
CD63	13.875	13.802	14.422	13.584	13.31	10.746	12.923	13.679	12.638	13.473	14.924	12.443	12.391	12.391	14.654	14.924	13.584	12.786	13.875	12.786	12.854	13.875	12.246	12.854
CD68	10.36	10.903	10.335	10.572	10.004	9.032	10.062	10.512	10.622	10.535	10.03	9.79	9.707	10.354	10.547	11.599	9.39	7.915	9.252	11.342	8.702	9.736	9.667	10.535
CD7	7.391	7.279	6.295	6.06	7.073	4.28	12.078	5.328	5.006	5.977	5.632	7.251	4.921	5.575	5.315	7.063	5.606	5.07	10.703	5.617	5.937	4.714	5.714	5.251
CD70	7.417	6.758	7.153	6.501	8.024	7.493	6.382	7.766	7.046	6.01	7.099	7.456	5.957	7.666	7.618	8.316	8.211	7.821	7.664	6.438	6.198	6.526	7.084	5.957
CD74	12.995	14.654	13.802	11.776	13.978	8.185	12.995	11.904	12.202	13.05	14.422	13.473	13.473	13.584	13.05	15.335	13.679	11.754	12.109	13.31	11.198	12.638	12.48	11.304
CD79A	6.429	7.996	6.198	5.785	5.552	6.896	6.364	4.676	5.006	8.99	5.594	8.116	7.902	4.731	4.904	6.869	6.295	6.566	5.762	5.647	4.364	5.07	4.921	4.257
CD79B	8.204	8.143	7.703	7.483	8.11	8.019	7.165	7.745	7.738	8.625	7.204	8.193	7.843	7.937	8.092	7.964	8.295	8.669	7.917	7.827	6.997	7.073	7.541	6.974
CD80	7.911	8.333	9.103	7.579	7.483	9.336	8.357	7.579	8.038	8.004	8.689	7.497	7.703	7.9	7.861	8.366	8.158	9.057	8.222	8.084	8.008	8.473	7.956	8.423
CD81	13.473	12.443	9.046	14.422	12.693	5.977	12.854	13.31	13.05	13.584	9.859	13.584	13.31	12.786	13.473	11.505	13.473	11.342	13.978	13.05	12.596	13.584	13.679	12.786
CD83	9.656	9.698	9.236	8.542	8.318	9.904	8.973	9.109	8.606	8.98	9.843	8.684	8.635	8.107	9.221	8.757	8.465	8.594	9.503	9.294	8.253	9.087	8.568	8.923
CD84	10.062	10.498	12.144	9.358	9.294	12.638	9.254	9.119	9.449	9.643	11.368	8.82	9.087	9.43	9.592	10.48	9.929	10.343	10.091	10.11	8.81	9.949	8.923	9.261
CD86	7.721	7.861	8.846	7.493	8.405	8.648	8.18	7.394	7.804	7.649	8.372	7.634	7.8	7.426	7.734	8.178	7.964	8.785	7.992	7.827	7.624	8.303	7.63	8.054
CD8A	9.201	9.493	9.79	7.886	9.441	9.326	8.52	7.736	8.221	7.808	9.143	7.99	7.863	8.18	8.034	10.746	7.898	8.405	8.297	9.006	7.27	7.898	8.318	6.526
CD8B	9.573	10.139	11.576	8.094	8.036	12.144	8.755	8.337	8.678	7.745	10.865	7.417	8.342	8.706	8.875	10.052	8.479	9.614	9.195	8.473	7.127	8.757	8.34	7.959
CD9	8.98	8.512	7.036	11.304	8.908	5.208	10.48	10.302	9.283	10.818	6.997	9.614	10.703	10.72	9.057	6.754	9.667	7.255	9.354	10.649	10.067	10.768	9.959	8.99
CD96	5.046	6.461	4.546	6.832	7.81	4.041	5.977	5.815	6.054	7.289	4.113	8.455	7.88	7.209	5.481	5.957	6.48	5.232	5.74	7.745	5.584	5.208	7.274	5.449
CD99	12.48	12.109	12.786	12.638	10.682	8.357	14.203	11.304	12.051	11.904	12.025	11.941	12.786	11.904	12.542	12.246	12.144	10.851	12.144	11.106	13.363	12.295	12.295	12.202
CDH1	10.997	9.866	8.327	10.997	8.937	8.886	11.321	11.014	10.498	9.265	8.213	10.61	12.051	10.61	10.412	9.682	11.089	9.843	11.736	10.72	9.225	8.806	10.903	12.025
CDH5	9.358	8.783	9.5	9.032	8.52	9.27	8.648	8.961	8.873	8.823	9.034	8.838	8.923	9.168	8.503	9.47	9.892	8.222	7.892	8.802	8.612	8.906	9.31	8.565
CDK1	8.95	7.099	7.339	10.622	8.963	7.535	9.748	9.423	9.109	9.43	7.222	8.213	7.986	6.966	8.372	5.957	6.582	7.942	9.131	8.381	9.521	8.121	8.844	9.509
CDKN1A	9.852	9.856	10.851	11.067	10.427	10.062	9.387	10.657	10.865	8.794	10.547	9.265	9.159	10.535	10.444	9.521	10.671	11.368	10.004	9.667	10.547	10.444	8.961	10.919
CEACAM1	8.167	7.87	8.261	9.14	10.455	9.74	9.493	9.598	9.484	8.74	7.892	9.159	9.521	9.413	9.748	6.993	8.218	8.303	8.447	9.426	9.159	8.457	9.082	10.03
CEACAM6	9.707	9.185	10.72	7.679	7.025	11.881	8.357	8.197	8.558	8.094	9.354	6.48	7.85	8.268	8.156	9.116	8.781	9.172	8.163	8.363	7.346	8.222	8.051	8.479
CEACAM8	7.664	8.271	9.27	6.668	6.468	10.354	7.446	6.566	7.687	6.966	8.29	5.481	7.151	7.352	7.766	7.8	7.992	8.678	7.843	6.832	7.213	7.751	7.274	7.281
CEBPB	10.444	8.998	8.528	10.72	12.345	8.327	10.919	10.833	10.03	11.576	9.098	10.88	11.089	11.13	11.252	9.977	11.599	9.068	9.92	10.173	10.959	11.495	11.067	12.345
CFB	11.304	13.679	12.995	11.754	12.109	9.112	13.802	13.221	13.133	12.202	11.904	13.363	13.978	13.221	13.802	12.391	12.051	12.345	10.45	14.203	14.422	12.923	13.221	14.203
CFD	6.461	8.612	6.408	8.405	7.19	6.887	6.595	8.32	7.867	8.794	6.222	7.616	6.468	7.5	6.578	7.428	6.242	5.977	7.479	7.745	7.314	6.048	6.335	8.079
CFI	7.682	12.078	10.522	12.443	10.851	8.594	9.326	12.202	12.078	11.754	11.47	11.975	11.321	11.342	10.649	10.768	10.779	8.944	10.671	11.13	11.541	12.995	11.682	11.941
CFP	6.376	6.812	7.394	6.668	6.962	7.776	6.019	6.887	7.156	6.174	7.132	7.408	7.132	7.471	6.839	7.274	7.695	7.522	7.417	6.547	7.446	6.566	8.15	7.001
CHIT1	9.773	10.455	11.067	8.455	8.791	12.345	7.942	8.706	8.855	9.592	9.993	7.758	8.333	8.906	8.297	9.934	9.41	10.522	9.852	10.08	8.008	8.597	8.222	7.792
CHUK	9.27	9.782	8.83	10.11	10.03	8.253	9.814	9.982	10.229	10.251	8.441	9.195	9.077	9.667	9.43	9.484	9.762	9.939	9.724	9.698	10.56	9.27	9.387	9.949
CKLF	9.592	6.641	5.405	10.412	9.949	5.208	9.682	9.528	9.47	10.13	6.054	9.176	9.732	8.449	9.949	6.754	7.898	6.359	6.526	9.233	9.349	9.242	9.493	9.276
CLEC4A	7.843	7.959	8.385	7.921	8.103	9.39	8.058	8.163	8.383	8.09	8.488	8.251	8.457	8.213	8.421	9.453	7.873	8.855	8.459	8.293	8.216	8.5	8.029	7.772
CLEC4C	3.458	4.215	4.14	3.937	4.191	5.778	3.512	3.609	2.35	4.041	3.957	5.947	4.225	4.191	4.098	3.512	3.799	3.239	3.571	4.215	3.897	4.15	4.041	3.897
CLEC5A	4.844	3.571	3.742	5.251	6.388	5.518	5.762	5.242	5.714	4.613	4.478	6.443	5.563	4.42	3.371	4.882	4.586	3.978	4.696	4.458	3.371	5.006	4.566	4.806
CLEC6A	7.944	8.058	8.961	7.367	5.855	9.528	7.834	7.31	7.618	7.31	8.724	6.308	6.959	7.386	7.743	7.821	6.688	7.988	7.883	7.467	7.848	8.5	6.959	7.532
CLEC7A	7.89	6.758	8.34	7.281	8.465	9.252	8.199	7.61	8.006	8.062	8.675	7.999	7.919	7.302	7.724	7.689	7.127	9.095	8.484	8.915	8.425	9.075	6.741	8.206
CLU	8.729	9.053	9.874	7.525	7.132	10.091	7.801	7.579	6.938	7.35	9.143	6.625	7.986	8.01	8.497	9.134	8.09	9.288	7.408	7.761	8.908	8.182	8.586	7.664
CMA1	3.105	3.998	4.921	4.731	3.402	4.676	3.897	3.432	4.17	3.757	3.203	3.458	4.191	3.54	3.998	3.778	4.586	4.478	3.778	4.191	4.613	4.15	3.54	3.54
CMKLR1	9.797	9.674	10.106	8.603	8.752	11.495	9.072	8.589	8.813	9.087	9.767	8.74	8.912	9.236	9.14	9.782	9.513	9.349	8.846	9.536	7.9	9.112	8.908	8.399
CNOT10	8.01	7.446	7.018	8.82	9.652	7.908	9.536	8.64	9.449	9.221	7.449	8.771	9.371	8.871	8.672	7.689	8.729	10.36	8.459	8.281	9.381	8.98	9.33	9.598
CNOT4	9.528	8.366	9.682	9.303	9.859	9.087	9.74	9.326	9.558	8.836	9.268	9.168	9.319	9.463	9.441	9.14	9.254	8.954	9.767	8.627	9.694	9.634	9.542	9.525
COG7	10.327	9.856	9.41	9.643	8.802	10.007	9.732	9.656	8.985	9.147	9.539	9.044	9.724	9.707	9.08	9.509	9.034	9.913	10.262	9.159	9.609	10.091	9.532	9.221
COL3A1	11.776	11.624	10.166	14.654	11.808	9.866	12.596	11.881	11.808	14.422	10.768	13.802	13.679	12.443	10.997	11.682	15.335	10.169	10.818	12.025	10.203	13.133	12.638	10.594
COLEC12	8.512	7.437	8.399	7.541	7.449	7.856	8.079	7.653	6.974	7.996	8.004	6.37	7.222	7.27	7.354	7.898	7.224	7.792	6.476	7.601	7.386	7.692	6.468	7.426
CR1	9.823	10.22	11.541	8.947	8.119	13.133	9.023	9.044	9.479	9.598	10.229	8.379	8.869	8.752	8.91	9.542	9.904	11.881	10.622	9.949	9.006	10.166	8.851	9.463
CR2	5.046	4.829	5.793	4.15	5.13	6.438	4.4	3.978	4.731	6.048	5.302	6.938	5.499	4.081	4.806	4.882	4.655	4.676	4.6	3.601	6.516	4.6	3.54	3.402
CREB1	10.657	8.644	9.161	8.867	10.02	9.698	9.92	9.225	9.624	9.252	8.91	9.413	9.185	9.215	9.31	8.855	9.536	9.882	9.119	8.855	9.924	9.303	9.152	9.437
CREB5	8.036	8.084	9.116	8.048	7.703	10.262	8.687	7.529	8.361	7.926	9.303	7.81	8.278	8.385	8.239	9.592	8.584	9.124	9.503	7.646	8.425	8.387	8.412	8.944
CREBBP	7.598	6.054	7.018	6.402	7.224	7.151	7.352	7.579	6.681	6.111	6.461	7.692	6.234	8.113	6.164	6.943	7.367	7.084	6.572	6.625	8.482	6.48	7.493	7.705
CRP	6.582	7.698	11.368	10.173	9.629	9.715	6.962	16.441	14.924	12.144	11.736	14.924	8.069	12.854	12.638	10.671	12.391	9.993	9.288	12.638	13.05	7.942	11.881	15.753
CSF1	6.342	6.799	6.572	8.06	8.958	7.391	8.775	8.176	7.687	8.191	7.268	8.213	8.15	7.613	8.806	8.432	7.682	9.667	8.193	8.028	8.52	8.709	7.977	8.995
CSF1R	7.495	7.513	8.354	7.456	8.416	7.801	7.428	7.352	7.767	7.012	7.988	7.8	7.493	7.9	6.913	8.873	7.738	7.012	7.44	6.808	6.688	7.058	7.274	7.265
CSF2	7.289	7.337	7.911	6.155	5.778	7.915	5.449	6.415	5.9	5.36	7.926	4.041	5.647	7.18	6.12	6.824	6.526	6.674	7.299	6.421	6.415	6.443	5.575	5.022
CSF2RB	9.624	10.15	9.702	8.395	8.881	9.634	8.462	8.054	8.678	8.806	9.573	8.903	8.848	8.503	9.317	11.198	9.164	8.158	8.644	8.871	8.327	7.942	8.393	8.119
CSF3	5.647	5.606	6.887	4.081	4.634	7.099	5.046	5.699	5.42	5.13	6.438	3.757	5.449	4.904	5.977	5.911	5.793	7.352	6.359	5.869	4.904	5.509	5.685	5.535
CSF3R	7.495	5.967	4.546	7.61	7.251	6.265	8.99	6.516	5.855	7.865	5.509	8.021	6.896	5.778	5.855	9.336	6.125	4.921	5.685	9.598	4.904	6.443	6.633	8.119
CT45A1	10.779	10.72	11.754	13.05	8.578	14.924	9.319	12.596	9.92	10.01	12.051	7.984	9.072	9.604	9.634	9.453	10.919	12.638	11.975	12.48	10.091	10.279	8.385	10.512
CTAG1B	10.746	2.883	4.546	9.528	7.449	6.395	10.851	4.586	4.17	3.978	4.714	4.203	4.28	4.458	3.371	4.757	4.829	4.42	3.778	3.968	7.27	4.15	4.613	4.349
CTAGE1	8.416	8.473	10.357	7.795	7.32	10.251	8.199	7.721	8.324	7.73	9.328	6.566	7.717	7.821	7.959	8.199	8.266	9.247	7.375	7.554	8.393	8.724	8.09	8.195
CTCFL	12.542	8.931	12.078	8.333	8.094	11.736	8.438	8.024	8.549	7.565	9.92	7.165	7.88	8.416	8.49	9.702	9.172	9.002	8.589	7.581	8.571	8.915	8.09	8.606
CTLA4	8.024	8.915	8.445	7.541	7.9	10.13	8.337	7.736	8.399	8.273	8.562	8.297	8.019	8.021	8.606	9.019	8.704	10.21	9.044	8.6	7.659	7.984	7.007	7.473
CTSG	8.163	7.888	8.975	7.396	7.568	8.449	6.875	7.31	7.714	6.364	8.586	6.591	7.18	7.627	7.642	8.383	7.873	8.704	8.036	7.185	7.9	7.431	7.274	6.839
CTSH	8.64	8.395	6.408	9.982	9.904	4.041	9.291	11.776	10.471	10.498	5.9	10.851	10.865	10.818	10.427	6.633	10.166	6.748	10.402	11.881	10.471	10.959	10.48	11.904
CTSL	8.116	7.776	5.967	12.109	10.535	6.438	11.151	10.547	10.851	9.954	6.662	10.123	10.02	10.302	9.702	6.974	9.128	7.108	8.503	10.997	10.354	9.698	10.72	11.321
CTSS	10.091	10.412	10.317	9.859	11.014	9.797	10.21	10.622	10.36	11.736	11.754	11.13	11.275	10.402	10.062	9.592	10.768	9.358	11.397	12.144	10.412	11.198	10.643	10.72
CTSW	8.084	7.568	8.001	7.689	7.568	8.119	6.421	7.023	7.222	7.046	8.497	7.503	7.253	7.2	6.987	7.627	7.299	7.837	7.381	7.745	7.046	6.758	6.993	6.131
CX3CL1	7.703	5.815	5.882	8.251	7.568	7.289	8.855	8.197	7.892	9.016	6.35	7.964	8.743	7.834	7.417	6.301	7.738	8.898	8.95	8.796	9.14	9.176	8.423	8.542
CX3CR1	8.001	7.727	8.586	7.734	7.627	8.542	7.758	7.898	7.738	8.606	8.176	7.824	7.679	7.642	7.87	8.791	8.028	9.195	8.271	8.105	7.9	8.188	8.019	7.975
CXCL1	7.81	7.624	7.769	7.281	8.826	7.824	7.32	7.579	7.638	8.612	8.507	10.56	8.193	6.662	8.732	11.576	8.512	7.591	7.346	7.156	6.824	7.74	7.394	9.349
CXCL10	6.887	7.727	7.621	8.075	9.195	7.946	8.218	7.092	6.812	7.798	7.607	8.971	9.064	6.733	7.127	7.359	6.919	7.642	9.064	8.427	8.52	10.657	8.767	8.958
CXCL11	7.921	8.32	8.915	8.635	7.788	9.347	7.77	6.943	7.892	7.642	8.752	8.077	8.034	7.18	7.618	9.423	7.917	7.827	8.644	7.702	7.9	9.965	8.216	8.405
CXCL12	6.674	6.448	6.164	9.604	8.473	3.048	9.33	8.568	11.221	9.257	5.242	10.101	10.317	9.866	5.74	6.265	9.993	5.289	7.232	9.358	3.897	7.85	10.671	8.511
CXCL13	5.289	5.778	4.546	5.36	7.532	3.742	7.32	3.978	5.27	7.598	5.463	7.194	6.741	3.851	4.349	6.364	3.677	3.978	5.922	6.281	3.897	4.844	5.509	3.239
CXCL14	8.503	8.687	9.384	9.715	7.607	9.767	7.745	7.544	8.173	8.107	9.387	8.574	8.796	8.558	7.092	8.672	8.455	8.173	8.846	8.167	7.939	7.917	8.568	7.584
CXCL16	6.526	7.74	6.863	8.781	9.201	5.518	9.349	9.221	9.558	8.767	6.641	9.128	9.006	9.843	10.251	8.944	9.075	6.408	8.871	9.767	9.034	7.32	8.836	8.871
CXCL2	8.173	11.304	10.512	9.542	11.321	9.223	8.763	9.667	11.516	9.698	10.682	11.682	10.471	11.014	10.22	11.321	10.139	9.561	9.221	8.82	9.479	10.498	11.541	12.391
CXCL3	7.613	8.354	8.75	7.023	6.429	8.978	8.206	6.993	7.274	7.618	8.91	7.558	6.943	7.036	7.394	7.829	7.381	7.876	7.618	7.806	7.695	8.324	7.028	9.107
CXCL5	7.428	7.058	7.87	6.461	6	7.689	6.364	6.48	6.164	7.063	7.915	7.548	6.069	6.713	8.079	7.755	6.719	6.962	6.762	6.376	6.295	7.028	6.12	6.625
CXCL6	7.977	7.79	8.303	7.346	8.689	8.971	7.18	7.123	7.525	9.463	8.675	10.067	8.713	7.036	7.834	12.786	8.802	7.535	7.923	7.372	7.446	8.465	8.381	8.031
CXCL8	9.437	8.817	9.756	8.488	9.128	9.484	10.183	9.639	8.473	9.756	9.874	11.368	8.765	7.834	9.164	11.736	9.201	7.964	8.549	7.646	7.213	9.265	8.54	9.797
CXCL9	10.041	10.649	8.74	8.565	11.031	9.381	9.767	8.635	8.105	9.004	8.455	10.919	9.103	8.221	8.455	9.724	8.121	7.923	10.21	11.047	8.826	9.41	9.004	8.455
CXCR1	8.395	8.132	8.374	6.932	6.839	9.164	7.399	7.405	7.93	7.495	8.465	6.652	6.582	7.32	8.275	7.858	7.898	9.048	8.193	7.565	7.386	7.717	7.16	7.642
CXCR2	9.072	8.462	9.128	7.85	7.202	9.965	8.094	7.627	8.669	7.565	9.172	7.025	7.477	7.679	8.622	8.903	8.275	8.752	8.438	7.548	7.213	8.293	7.616	8.43
CXCR3	7.17	7.337	7.605	7.367	7.283	7.788	6.993	7.26	6.892	7.202	7.541	7.769	7.505	7.769	7.289	8.344	7.702	7.548	7.679	8.084	6.824	6.758	7.372	6.335
CXCR4	10.279	10.354	8.295	9.904	11.736	9.18	10.196	10.22	10.547	11.089	8.622	11.624	10.554	9.882	9.69	11.014	11.495	9.006	10.412	9.797	8.757	9.446	9.852	10.123
CXCR5	8.051	7.538	8.251	7.217	6.674	8.041	6.808	7.202	7.475	7.028	7.915	7.099	6.582	7.281	6.578	7.627	7.197	6.962	7.018	6.242	6.997	6.497	6.959	6.816
CXCR6	7.876	8.113	8.586	7.568	8.473	8.95	7.77	7.682	7.867	8.412	8.163	8.034	7.736	7.695	7.779	7.843	8.094	8.878	8.361	8.681	7.588	8.075	8.199	7.792
CYBB	7.743	8.185	7.314	8.619	10.768	7.339	9.276	8.597	8.119	9.573	7.423	9.506	9.103	7.965	8.973	10.374	7.831	7.408	7.93	9.69	8.069	8.709	8.806	8.638
CYFIP2	8.549	9.582	9.866	8.09	8.627	10.444	8.288	10.139	9.426	9.082	9.797	9.536	8.586	11.808	8.906	8.846	9.208	8.342	10.779	10.101	7.848	9.595	10.343	10.166
CYLD	9.913	10.251	9.66	10.139	10.251	10.389	9.852	9.283	9.528	9.437	9.682	9.69	10.13	9.652	9.467	11.368	10.01	10.512	9.479	9.843	10.657	9.549	9.843	9.252
DDX43	7.856	6.611	7.224	6.438	5.714	7.964	7.698	6.273	7.827	6.896	7.294	7.194	7.396	6.388	6.913	7.586	6.762	7.649	7.905	6.595	8.103	6.832	6.603	8.459
DDX50	9.892	9.107	9.134	8.878	9.39	10.583	9.797	9.387	9.542	9.323	9.107	9.112	9.044	9.27	8.944	8.95	9.307	11.304	9.988	9.453	9.965	9.1	9.225	9.702
DDX58	6.974	6.578	4.921	8.372	8.379	4.28	7.919	7.222	7.788	7.541	6.078	8.69	8.834	7.873	7.8	7.529	7.046	5.575	7.888	7.415	9.328	8.253	8.947	8.376
DEFB1	7.598	8.376	8.316	6.288	6.359	7.999	6.748	7.37	8.135	7.228	8.507	7.734	8.399	7.488	7.755	8.357	10.471	8.823	8.113	6.852	5.77	6.758	9.082	9.31
DHX16	8.875	8.218	6.641	9.257	9.43	6.839	10.572	9.143	8.748	8.421	6.788	9.137	9.057	8.978	9.328	6.869	8.01	8.028	7.588	8.129	10.183	9.185	9.23	8.49
DMBT1	5.844	7.007	5.714	4.844	4.498	5.977	4.4	9.085	6.681	5.714	5.242	5.584	4.806	5.606	7.456	5.022	4.203	4.17	4.757	7.917	7.046	4.714	4.294	7.685
DNAJC14	8.767	8.098	8.051	9.116	8.586	7.87	8.191	9.016	8.199	8.146	8.073	8.103	7.863	8.14	8.82	7.95	7.986	7.032	7.068	7.601	8.995	8.062	8.058	8.09
DOCK9	9.715	7.471	6.506	9.971	9.221	4.676	9.176	9.072	9.208	9.5	6.566	9.077	8.687	8.838	8.65	8.253	9.371	7.175	9.298	7.926	9.79	9.201	9.004	8.653
DPP4	4.566	8.029	6.295	10.072	8.137	5.208	6.295	9.467	9.794	8.675	7.032	9.23	9.852	9.33	10.818	4.613	5.435	7.554	8.178	10.052	10.279	10.512	9.939	10.671
DUSP4	7.634	7.394	7.314	7.194	9.707	8.135	8.669	7.26	7.525	7.745	7.702	7.902	7.359	6.839	10.101	6.824	7.863	8.653	7.44	7.685	7.446	7.359	7.558	7.605
DUSP6	10.572	8.687	9.481	9.453	10.13	9.288	11.682	10.56	10.007	9.561	8.886	10.427	9.866	9.686	10.61	8.927	10.343	9.314	9.023	9.807	9.573	9.624	9.913	10.389
EBI3	4.757	4.991	5.714	3.937	6.812	4.28	5.617	4.498	5.584	4.731	5.632	6.395	4.731	5.208	5.481	6.793	5.302	4.921	4.882	4.696	3.897	5.208	5.289	5.617
ECSIT	8.337	7.659	7.568	9.536	9.168	7.621	9.201	9.446	8.954	8.425	7.776	8.486	8.884	9.453	9.479	8.054	8.967	8.931	8.886	8.581	9.349	8.689	9.506	9.843
EDC3	10.512	7.79	6.25	10.262	9.103	3.048	9.31	9.866	9.201	9.242	6.981	9.15	8.903	9.134	9.006	6.382	8.906	7.279	9.797	8.841	9.797	9.276	8.9	9.33
EGR1	8.666	9.756	8.663	8.342	9.79	7.876	7.865	8.084	9.064	9.023	9.004	9.27	8.704	9.732	7.937	8.512	9.874	7.437	9.539	8.449	7.808	8.253	9.057	7.95
EGR2	7.964	7.905	8.354	8.635	7.423	8.699	7.283	7.886	7.222	7.861	8.648	8.268	7.961	7.656	7.32	7.618	8.105	8.531	8.316	8.316	7.541	7.058	7.317	7.156
EIF2B4	10.052	9.437	8.709	10.302	9.176	9.33	10.833	10.062	9.493	9.312	9.06	9.137	9.643	9.582	9.982	8.817	8.512	10.03	9.707	9.564	9.965	10.183	9.732	10.004
ELANE	3.702	3.571	4.921	5.157	4.844	6.49	4.234	4.586	4.655	4.129	4.714	5.315	4.364	4.522	3.371	4.439	4.498	4.991	3.978	3.371	3.618	4.364	4.566	5.36
ELK1	7.17	6.681	7.659	8.592	9.929	7.588	8.123	8.471	8.18	7.73	7.456	8.246	7.283	8.284	8.412	7.705	7.774	7.475	7.31	6.762	9.046	7.493	7.977	8.366
ENG	7.058	7.202	6.966	9.624	9.053	5.977	8.589	9.036	9.242	10.22	6.25	10.389	10.22	10.007	8.034	8.199	10.594	5.793	6.281	9.225	8.288	9.032	10.471	8.414
ENTPD1	8.103	7.483	8.648	8.232	8.737	8.653	8.019	7.766	8.239	8.669	7.475	8.834	8.542	8.43	7.145	7.656	8.537	9.319	8.346	8.462	8.425	7.717	8.235	8.278
EOMES	6.618	7.165	7.5	6.222	6.408	7.415	6.668	6.164	5.977	6.662	7.324	6.258	6.102	5.844	6.198	6.959	6	6.54	6.258	6.301	5.937	6.211	5.882	5.869
EP300	10.851	8.484	7.479	9.852	9.993	8.609	10.671	9.344	10.072	9.856	8.024	10.22	10.15	10.02	9.652	8.366	10.302	9.303	10.291	9.756	10.402	9.453	10.041	10.317
EPCAM	11.516	10.389	8.931	7.426	6.943	8.376	8.036	9.349	9.592	7.394	8.309	9.767	9.79	8.66	6.858	7.964	7.986	7.497	12.638	9.314	6.295	7.846	6.959	10.302
ERCC3	10.88	9.387	9.982	9.349	9.072	9.077	9.27	9.393	9.109	8.9	9.728	8.514	8.471	8.844	9.467	9.048	8.193	7.846	9.682	8.395	9.467	9.159	8.525	8.634
ETS1	8.438	8.895	8.783	9.882	10.402	8.617	9.164	9.814	9.715	10.291	8.024	10.572	10.251	10.08	8.834	7.64	10.547	8.188	8.971	10.13	9.034	9.328	10.15	9.288
EWSR1	13.31	11.275	11.904	10.959	10.566	11.682	11.252	10.343	11.275	11.304	11.599	10.703	10.833	10.637	11.495	10.317	11.031	11.067	12.246	10.444	11.445	10.938	10.703	10.412
F12	8.224	11.445	10.649	11.736	7.717	7.603	9.892	11.252	10.649	10.02	9.652	11.516	11.47	12.693	8.973	8.167	12.078	10.389	12.596	11.304	11.221	11.754	11.65	11.837
F13A1	9.971	9.453	10.61	9.614	10.302	11.106	9.866	9.314	9.381	9.982	10.262	9.852	9.652	9.614	10.091	9.949	9.095	9.43	9.437	8.934	8.923	9.929	8.361	9.643
F2RL1	8.695	6.905	7.428	6.953	8.248	7.672	6.421	8.071	8.89	7.573	8.399	8.185	8.019	7.265	8.631	6.668	7.217	7.734	8.041	7.24	9.254	9.41	6.572	7.402
FADD	6.925	6.869	6.852	8.271	8.412	7.281	7.937	7.449	7.767	6.421	8.318	8.077	7.541	6.896	8.405	9.223	6.892	8.335	6.997	6.476	8.65	7.616	7.769	7.605
FAS	6.102	5.42	6.603	4.634	5.855	7.028	5.251	6.211	4.6	5.27	5.824	5.481	5.855	6.033	4.859	6.078	5.77	6.506	6.048	5.594	6.415	5.77	5.36	2.35
FCER1A	4.757	5.27	4.14	5.824	7.268	3.742	4.696	5.289	6.591	5.714	5.302	8.006	7.603	6.618	5.242	4.991	6.078	4.829	3.778	4.783	4.364	5.509	6.681	5.535
FCER1G	9.04	9.732	7.088	9.5	10.096	6.461	13.473	8.86	9.69	9.843	7.165	9.437	9.624	8.923	9.601	10.88	9.558	5.552	8.054	10.196	8.612	8.65	9.648	9.08
